Gender,Price (INR),NumImages,ProductID,Description,PrimaryColor
Men,584,5,10147755,"Grey Melange solid T-shirt, has a round neck, and long sleeves", Grey
Boys,899,3,10256567,"Blue faded checked opaque Casual shirt ,has a hooded,  button placket,  2 pocket, long regular sleeves,  curved hem",Blue
Unisex,671,5,10051197,Set content: Single Window curtainColour: PurplePattern: Solid with patterned detailLight blocking: RegularFitting: EyeletLining: No, Purple
Women,2274,5,10000915,Brown solid backpackNon-Padded haul loop1 main compartment with zip closurePadded backPadded shoulder strap: Non-Padded, Brown
Men,1999,7,10248331,"A pair of black & green running sports shoes, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Green
Unisex,3075,4,10263323,Type: LampLamp material: MetalShape: CylindricalUtility: WallShade material: GlassBulb holder type: E14Pattern: Textured, Red
Women,799,5,10235893,"Navy blue solid tights, has an elasticated waistband",Blue
Women,719,5,10243977,"A pair of navy blue running sports shoes, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleEpic-2 comes with Innovative upper technology, along with the memory foam insole, provides you with a 360 degree fit when you hit the Gym or cross-train. The outsole has been specifically designed to provide you with better traction control and the firm base helps enhance your output while minimizing the injuries.Warranty: 30 daysWarranty provided by brand/manufacturer",Blue
Women,719,5,10235907,"Grey melange solid skinny-fit Track Pants, has an elasticated waistband, three-fourth length", Grey
Men,4299,7,10125017,"Brown solid tailored jacket, has a stand collar, 2 pockets, zip closure, long sleeves, straight hem, and an attached lining with 2 in-built pockets", Red
Unisex,1799,6,10167851,Red backpackNon-Padded haul loop3 and more main compartments with zip closurePadded Mesh backZip Pocket1 side stash pocketPadded shoulder strap: PaddedWater-resistance: NoWarranty: 1 yearWarranty provided by brand/manufacturer, Red
Men,274,5,10206633,"White solid T-shirt, has a Henley neck, and short sleeves", White
Boys,699,3,10213035,"Cream-coloured printed T-shirt, has a round neck, and long sleeves", Red
Women,1482,5,10237729,"Design Detail:Blue solid ruffle saree and has an embellished border with ruffled detailBlouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look like",Blue
Women,414,4,10135505,"Mint Green enamelled crescent shaped chandbalis, gold-plated, has kundan stones, artificial beads and textured detailSecured with a post and back closure", Green
Men,324,5,10206635,"Red solid T-shirt, has a Henley neck, and short sleeves", Red
Women,740,5,10002675,"White printed woven regular  top, has a round neck, and long sleeves", White
Men,1575,5,10052079,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset Time, CalendarStrap style: Brown regular, leather strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Blue
Unisex,1915,5,10257993,Set Content: One showpieceColour: WhiteSize: MediumPattern: SolidShape: Nymeria showpiece, White
Men,1034,6,10153779,"Green and beige printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket", Green
Women,979,6,10208777,"A pair of black open toe block heels, has regular styling, backstrap detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heel", Black
Women,516,5,10054501,"Black solid knitted bardot crop top with knot detail, has shoulder straps, and long sleeves", Black
Unisex,751,4,10051105,Set content: Single Window curtainColour: White and BluePattern: GeometricLight blocking: RegularFitting: EyeletLining: No,Blue
Women,2799,5,10207289,"Maroon solid woven A-line dress with printed detail and gathers, has a keyhole neck, three-quarter sleeves, button closure, drawstring along the waist, and flared hem", Maroon
Women,516,5,10054599,"Assorted solid knitted bardot crop top with layered and knot detail, has shoulder straps, and long sleevesDisclaimer: The final product delivered might vary in colour and prints from the display here",
Men,1320,5,10052661,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round metal dialFeatures: Reset TimeStrap style: Silver-Toned bracelet style, stainless steel strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case", White
Boys,1149,5,10145079,"Premium denim.Dark indigo washLong sleeves, button cuffsSpread collarButton frontChest pocketsCurved shirttailTo preserve this authentic color and prevent dye from rubbing off onto other fabrics, wash inside out in cold water before wearing",
Women,1870,4,10033771,"Shade name: Plexi pinkShade number: 302What it is:The unique blend of oils in this hybrid formula offers the shine and comfort of a gloss, while smoothing polymers provide the durable, hydrating color of a lipstick. A custom, concave applicator hugs the contours of the mouth and dispenses the perfect amount of pigment that can be worn alone or layered over other lip products for extra dimension and sheen. Available in 12 shades, this full-coverage fluid deposits inky color with a vivid, vinyl finish. Dermatologist-tested.Features:Glossy Oils: Provide a comfortable, non-sticky feel and a lacquer-like finish.Liqui-Ink Technology: Uses a minimal amount of waxes to deposit intense pigment with the weightless glide of a gloss.Ultra-Fine Pigments: Offer intense, full-coverage color that lasts.", Pink
Unisex,904,4,10050933,Set content: Single Door curtainColour: Maroon and BeigePattern: GeometricLight blocking: RegularFitting: EyeletLining: No, Beige
Boys,779,3,10212877,"Red and grey printed T-shirt, has a polo collar, and short sleeves", Red
Women,820,4,10089323,Pack of 2 solid medium-coverage assorted T-shirt brasLightly padded and non-wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day ComfortDisclaimer: The final product delivered might vary in colour and prints from the display here,
Men,1949,7,10207499,"Blue medium wash 5-pocket mid-rise jeans, low distress, heavy fade, has a button and zip closure, and waistband with belt loops",Blue
Women,134,7,10235947,"What it is Super Light Gel Oil Free MoisturiserWhat it doesSuper lightweight gel-type moisturizer that provides long lasting hydrationInfused with moisture-boosting hyaluronic acid, it improves your skin's natural moisture holding capacity, making it soft and bouncyNon-oily formula keeps oiliness and stickiness at bay, keeping your skin feeling freshSuitable for all skin types and for all seasons",
Unisex,1455,5,10096403,Set content: Single bed dohar Usage: AC Room GSM: 120 Colour: White and Blue Pattern: Ethnic Motifs Dohar,Blue
Men,554,5,10143739,"Red solid T-shirt, has a round neck, and long sleeves", Red
Boys,935,5,10254245,"Maroon solid party shirt, has a spread collar, long sleeves, button placket, and high-low hemComes with black checked waistband", Maroon
Men,449,5,10264901,"White printed T-shirt, has a round neck, and short sleeves Design Details-PEPE JEANS MENS SHORT SLEEVE TSHIRT WITH PLACEMENT PRINT,SOFT WASHED.", White
Men,479,5,10017007,"Grey and black checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket", Black
Men,806,5,10216711,"A pair of black and red comfort sandals, has velcro closureSynthetic upper with velcro closureCushioned footbedPatterned tpr outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Red
Men,704,5,10252545,"Navy Blue mid rise joggers, has an elasticated waistband with a drawstring fastening, cuffed hem, 3 pockets",Blue
Unisex,2399,5,10137185,"Special tecnology:SOFTFOAM+ Comfort gives you a plush, seamless ride as you transition from heel to toeDesign Details:A pair of round-toe black sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Black
Women,479,7,10185403,"Navy blue solid mid-rise cropped treggings, has an elasticated waistband with slip-on closure, two pockets",Blue
Women,600,5,10166585,"Mauve solid open front longline shrug, has sleeveless, asymmetric hem",
Women,799,8,10190893,"Maroon dolis straight kurta, has shoulder styraps, straight hem, and side slitsComes with a Mauve foil printed ethnic jacket, has a three-quarter sleeves, round neck with sequinned detail and multiple slits", Red
Men,782,5,10241355,A pair of brown comfort sandalsSynthetic Leather upper with velcro closureCushioned footbedPatterned rubber outsoleWarranty: 1 monthWarranty provided by brand/manufacturer, Brown
Boys,844,6,10238799,"Yellow solid sweatshirt, has a hood, two pockets, long sleeves, zip closure, straight hem", Yellow
Boys,879,5,10254029,"Beige solid kurta with pyjamas Beige pathani knee length kurta, has a shirt collar, long sleeves, curved hem Beige solid pyjamas, drawstring closure", Beige
Men,967,5,10019153,"Pack of 3 Yellow, Black & Blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",
Unisex,91,3,10075841,"What It Is?:Organic Harvest Unisex Anti-Acne Sheet Mask 20gmWhat It Does?:India's first certified organic sheet maskMade with biodegradable cellulose sheetsSuitable for both men and womenSuitable for oily and acne-prone skinRemoves excess oil from the skin1-2 masks are the equivalent of a week's worth of nutritive serumFeatures:Tightens poresCleanses the skin and removes excess oilDoubles up as an astringent and helps balance the pH levels of the skinIngredients:Witch Hazel, Oatmeal Extract, Neem Extract, Tea Tree Oil, Lemon Oil",
Unisex,1399,4,10017407,Set content: 1 King bedsheet with 2 pillow coversQuality: FineThread count: 210Colour: MulticolouredPattern: Geometric, Red
Women,316,3,10213531,"Make Up Studio 9 In 1 Eyeshadow Palette 04What It Does:Adventure on an exotic journey with this latest eyeshadow palette by Incolor - Incolour Makeup Studio 9 in 1 Eyeshadow Palette.This palette features 9 richly toned, versatile shades that can be layered to create infinite looks using just one palette.Each shade in this palette features a smooth, creamy, blendable and ultra pigmented formula.From subtle, natural looks to dramatic statements and bold glittering looks, this palette lets you a new look everyday.Features:Eyeshadow palette featuring 9 highly pigmented shadesThese shadows melt effortless onto the lids for a smooth, even applicationThey deliver a long wearing, pigment rich colour with superior blendabilityFrom subtle hues to bolder deeper shades, this palette has it all",
Men,854,5,10147439,"Navy Blue solid T-shirt, has a polo collar, and short sleeves",Blue
Men,599,5,10140005,Pack of 2 beanieBlack solid beanieBlack self-design beanie, Black
Women,1028,6,10182315,"Blue solid denim jacket, has a spread collar, four pockets, button closure, long sleeves, straight hem, and unlined",Blue
Men,2599,5,10180607,"Black dark wash 5-pocket low-rise jeans, clean look, has a button and zip closure, a waistband with belt loops", Black
Men,944,5,10147383,"Brown and Blue printed T-shirt, has a polo collar, short sleeves, and 1 pockets",Blue
Women,679,5,10018783,"Pink printed straight kurta, has a mandarin collar, three-quarter sleeves, straight hem and side slits", Pink
Girls,559,3,10239241,"Coral pink & white solid playsuit, has a round neck, sleeveless, has concealed button closure", White
Women,849,6,10234327,"A pair of tan open toe heels, has regular styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 1 monthWarranty provided by brand/manufacturer", Brown
Boys,1484,7,10213327,"Blue solid jacket, has a stand collar, 2 pockets, zip closure, long sleeves, straight hem, and cotton lining",Blue
Men,881,5,10162181,"Pink and Blue checked casual shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket",Blue
Men,359,5,10239387,"Navy Blue solid T-shirt, has a polo collar, and short sleeves",Blue
Women,593,6,1017695,"Peach-coloured self-striped shirt, has a spread collar, a full button placket, long sleeves, two chest pockets, a lace yoke on the back, a curved hem", Red
Women,779,5,10199865,"Pink, navy blue and white striped woven regular top, has a round neck, short sleeves, one pocket",Blue
Women,1999,6,10206985,"Navy blue printed kurta, has a key hole neck, three quarter sleeves, straight hem, and side slitGrey printed front open layer, has a spread collar, three quarter sleeves, flared hem",Blue
Men,699,5,10017063,"Grey dyed T-shirt, has a Henley neck, short roll-up sleeves", Grey
Women,750,4,1026753,"Pack of two full-coverage bras in pink and maroonEach bra has non-padded and non-wired cups, a bow detail on the centre front, elasticated and adjustable shoulder straps, hook-and-eye closure on the back for an adjustable fit Owing to the intimate nature of this product it is eligible for self-ship return only (no pick-up facility)",
Men,1299,7,10064521,"Navy dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue
Women,3181,4,1024121,SE3270 Silk Epilator - Pink/White, White
Men,5499,5,10029253,"A pair of brown pointed toe formal shoes with textured detail, has central lace-upsLeather upperCushioned footbedTextured outsole, has a stacked heelWarranty: 6 monthsWarranty provided by Brand Owner / Manufacturer", Brown
Men,749,4,10059919,"Orange and Red checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket", Red
Boys,584,4,10247175,"Boys black, grey & red colourblocked joggers, has a slip-on closure with drawstring closure, three pockets & cuffed hems", Black
Unisex,10125,7,10126755,"Black & White Printed medium trolley bag secured with zip closureOne handle on the top and one on the side,mounted 360-degree wheelsOne main zip compartment with a zip lining, has a zip pocket on the flapWarranty: 3 yearsWarranty provided by the brand owner/manufacturer", Black
Women,649,5,10028989,"A pair of black open-toed flats, has high-top styling, buckle detailSynthetic upperCushioned footbedTextured and patterned outsole", Black
Boys,1299,3,10145253,"Navy blue and sea green printed T-shirt, has a round neck, and long sleeves",Blue
Women,1398,5,1015402,"Black woven jumpsuit, has a round neck, short sleeves, an elasticated waist, and a plunge V-neck on the back", Black
Men,479,3,10233187,A pair of silver-toned quirky textured cufflinksComes in a signature bodha case, Silver
Unisex,11475,4,10211863,Type: 1 Hanging Ceiling LampColour: BrownPattern: SolidShape: Cube Shaped,
Women,449,5,10051319,"Green solid woven peplum top, has a round neck, three-quarter sleeves, and button closure. has lace insert detail", Green
Boys,539,3,10157983,"Orange and Black printed T-shirt, has a round neck, and short sleeves", Black
Boys,899,5,10255487,"Red printed pullover sweater, has a round neck, long sleeves, and ribbed hem", Red
Women,1145,5,10074379,"Black striped knitted regular top, has a round neck, and three-quarter sleeves, stretchable", Black
Boys,1619,3,10163511,"Grey solid regular-fit blazer, has a notched lapel, single-breasted with single-button closure, long sleeves, two side pockets, one chest welt pocket", Grey
Women,2199,4,10259565,"A pair of tan pointed toe pumps, has regular styling, closed back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a slim heelWarranty: 1 monthWarranty provided by brand/manufacturer", Brown
Men,594,5,10000377,"White printed T-shirt, has polo collar, short sleeves", White
Unisex Kids,995,4,10052081,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round plastic dialFeatures: Reset TimeStrap style: White regular, rubber strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Zoop case", White
Men,1196,5,10052643,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round metal dialFeatures: Reset TimeStrap style: Brown regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case", Green
Women,636,5,10182373,"Black and golden self design crop shrug, has three-quarter sleeves, straight hem, button closure", Black
Men,1079,5,10149171,"Charcoal Grey printed low-rise trousers, button closure, and 4 pockets", Grey
Women,999,4,10233311,"Navy blue embellished woven maxi dress, has a shirt collar, short sleeves, button closure, an attached lining, and flared hemComes with an inner", Navy
Men,499,5,10128913,"Garment-dyed and washed with a special technique for incredible softness so they already feel like a favoriteMade to be your new everywhere, always-on essentialSoft, airy, textured slub cotton jerseyShort sleevesRib-knit trim at crewneckPocket at chest in few styles",
Men,466,5,10143903,"Green and grey solid T-shirt with self design detail, has a round neck, and short sleeves", Green
Men,599,6,10259961,"Blue and Black self-design T-shirt, has a polo collar, and short sleeves",Blue
Women,762,5,10261559,"Cream-Coloured printed straight kurta, has a boat neck, three-quarter sleeves, straight hem, and side slits", Red
Women,809,5,10101643,"A pair of blue solid open toe heels, has regular styling, lace-ups detailSynthetic upperCushioned footbedTextured and patterned outsole, has a block heel",Blue
Boys,1479,5,10177627,"This Sherwani set consists of a sherwani and a pair of churidarBurgundy solid double-breasted sherwani, has a mandarin collar, button closures on the front, long sleeves, a welt pocket, multiple slitsA pair of brown solid woven churidar, has an elasticated waistband, slip-on closure.Comes with a pocket square and a brooch.", Brown
Men,1999,6,10249263,"Navy Blue and Mustard yellow checked smart casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
Men,1819,5,10247655,"A pair of blue training shoes, has regular styling, slip-on detailMesh upperCushioned footbedTextured and patterned outsole       Engineered with Pro bounce 6.0 technologyWarranty: 30 daysWarranty provided by brand/manufacturer",Blue
Women,503,5,10004463,"Blue solid A-line top, has a round neck, short slit sleeves with tie-up detail",Blue
Unisex,13095,7,10126775,"Black & White Printed large trolley bag secured with zip closureOne handle on the top and one on the side,mounted 360-degree wheelsOne main zip compartment with a zip lining, has a zip pocket on the flapWarranty: 3 yearsWarranty provided by the brand owner/manufacturer", Black
Men,1399,5,10248221,"Special Technology:SoftFoam + sockliner: Sock structure for flexible fit and long-lasting comfortProduct Details:A pair of navy blue running sports shoes, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Blue
Men,854,5,10155655,"Navy Blue and Brown checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
Women,1119,5,10239423,"Blue and Golden printed woven maxi dress with tie-up detail, has a keyhole neck, three-quarter sleeves, and flared hem",Blue
Women,599,6,1020500,"A pair of yellow knitted churidar leggings, has an elasticated waistband with an inner drawstring fastening", Yellow
Men,349,5,10073237,"Beige printed T-shirt, has a round neck, and short sleeves", Beige
Boys,749,3,10144985,"Light-weight French terryLong sleeves with banded cuffs, hemCrewneckAssorted graphic at front",
Men,699,4,10176731,"Navy blue solid trunk, has an elasticated waistband, a double-layered contoured front pouch",Blue
Women,1999,5,10216863,"In a relaxed silhouette, this maxi dress gives a soft boho touch with its leafy print and tassel edges. Offering breathable all-day comfort in lightweight cotton with a natural crinkle, this is an easy option to simply throw on and go.Color: Navy with white accentsConcealed zip fastening backFlared midi-length hem with tassel detailWoven, non-stretchableCotton, machine-washThe model (height 5'8"") is wearing a size S",
Men,1999,5,10203081,"Red and white checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket", Red
Men,2924,5,10000903,"Navy Blue solid chambray jacket, has a mandarin collar, 2 pockets, snap button closure with zip, long sleeves, straight hem, and an attached lining",Blue
Women,468,5,10054575,"Navy Blue solid knitted fitted top with cut-out, gathered and tie-up detail, has a boat neck, and long sleeves",Blue
Unisex,1735,4,10025625,Set content: One bedsheet with two bolster covers and three cushion covers Bedsheet size: Single Quality: Fine Colour: Blue Print/pattern: Etnic motifsBolster cover closure: Tie-up Cushion cover closure: Zip,Blue
Men,1197,4,10255179,"Grey and Blue printed straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, and side slits",Blue
Girls,1299,3,10256947,"Light no fade white jeansRegular fit, mid-riseClean lookStretchableButton and zip closure5 pocketLength: regular", White
Men,479,5,10064121,"Navy blue printed T-shirt, has a round neck, and short sleeves",Blue
Men,1749,5,10148727,"Teal blue checked knitted mid-rise chino trousers, button closure, zip fly, waistband with belt loops and four pocketsOur stylist has paired these trousers with a beltThis pair of trousers does not come with a belt",Blue
Women,584,5,10182397,"Green solid woven top, has a round neck, and three-quarter bell sleeves with tie-up detail", Green
Men,967,5,10019185,"Pack of 3 Blue & White regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes..",
Women,1294,7,10115423,"Black solid lightweight bomber jacket, has a hooded, 3 pockets, zip closure, long sleeves, straight hem, polyester lining, applique detailing", Black
Women,591,5,10106757,"Peach-Coloured printed woven regular top, has a choker neck, long cold shoulder sleeves, and button closure", Red
Women,849,5,10234259,"A pair of black open toe heels, has regular styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 1 monthWarranty provided by brand/manufacturer", Black
Girls,634,3,10237957,"Rust orange and green dyed mid-rise regular shorts, has 5 pockets, and button closure", Green
Unisex,909,4,10051179,Set content: Single Long Door curtainsColour: WhitePattern: Self Design Long DoorLight blocking: RegularFitting: EyeletLining: No, White
Women,920,5,10039459,"Black and White printed woven fit and flare %S, has  shoulder straps, sleeveless, an attached lining, and flared hem", Black
Men,1189,5,10137565,"A pair of round-toe tan brown solid slip-ons, has regular styling, slip-on detailSynthetic leather upperCushioned footbedTextured and patterned outsole, has a stacked heelWarranty: 3 monthsWarranty provided by brand owner/manufacturer", Brown
Men,944,6,10154053,"Purple and Navy Blue striped casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
Boys,879,5,10254023,"Beige solid kurta with pyjamas Beige pathani knee length kurta, has a shirt collar, long sleeves, curved hem Beige solid pyjamas, drawstring closure", Beige
Men,610,7,10019523,"Pack of 2 trunks in Black & Blue with a microfibre waistband and anti-microbial finish that prevents odours and rashes.
Key Features:

Intellisoft: Our fabric technology makes for the softest, smoothest and comfiest innerwear ever, making you forget you are wearing anything at all. 
Feel: 3Xsofter and 50% more moisture absorbent than regular cotton.
Snug Fit:Fits your form without clinging to your skin and offers fantastic support.
Waistband:Anti-roll microfibre waistband that doesn't leave marks.
Skin Hygiene:Flat-lock seams are smooth on skin so there is no itching, chafing or irritation.",
Unisex,610,3,10223103,Set content: 1 plant with potPlant type: BambooPlant colour: LavenderPot colour: BrownPot pattern: Solid, Lavender
Women,1690,5,10066975,Gold-Toned embellished clutch1 main compartment with button closure, Gold
Women,2299,7,10186191,"Red solid two fold wallet, has a button closure1 main compartment4 detachable card holders and 1 ID card holder1 external zip pocket", Red
Men,1899,6,1013904,"Charcoal grey printed knitted sweatshirt, has an attached hood with a drawstring fastening, a full zip closure, long sleeves, two insert pockets, a partly ribbed hemline, fleece lining", Grey
Men,989,5,10152561,"Navy Blue printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
Women,479,5,10237055,"Peach-coloured printed T-shirt, has a round neck, and short sleeves", Red
Men,1236,5,10248819,"Blue and White checked casual shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket",Blue
Men,1799,6,10267633,"  White and black Tshirt for men   Colourblocked   Regular length   Round neck   Short,  regular sleeves   Knitted cotton fabric   The monochromatic trend is all about wearing the same hue in different textures for an overall tonal look. It allows you to add dimension and depth to your style affordably and has the power to accentuate or down-play certain body parts, making it the right fit for all.", Black
Women,1350,5,10264565,"Coral pink and white chikankari embroidered handloom sheer straight kurta, has a notched round neck, three-quarter sleeves, straight hem, side slits", Red
Men,647,5,10144135,"Navy Blue solid T-shirt, has a polo collar, and short sleeves",Blue
Women,524,3,10038765,Silver-plated and red stone-studded flower-shaped adjustable finger ring, Red
Men,699,5,10176847,"Rust orange and navy blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, 1 patch pocket",Blue
Men,683,5,10044699,"A pair of black round-toed formal slip-on shoes, has elasticated gussets on both sidesSynthetic leather upperCushioned footbedTextured PVC outsoleWarranty: 1 month against manufacturing defectsWarranty provided by brand/manufacturer.", Black
Men,1299,6,101206,"Green and navy blue striped sweater, V-neck with white tipping, long sleeves with ribbing at hem, ribbed bottom hem, Sher Singh double 'S' embroidered at the sleeve",Blue
Women,719,5,10166847,"Blue solid skinny-fit tights, has an elasticated waistband.",Blue
Men,699,5,10180533,"Blue striped T-shirt, has a polo collar, and short sleeves",Blue
Women,519,5,10206867,"Navy solid mid-rise regular cropped trousers, has semi-elasticated waistband and zip closure",Blue
Men,689,5,10236939,"Olive green solid T-shirt, has a polo collar, and short sleeves", Green
Men,1499,5,10051445,A pair of white self design flip flopsSynthetic upper materialCushioned footbedPatterned synthetic outsoleWarranty: 1 monthWarranty provided by brand/manufacturer, White
Women,599,5,10163583,Beige solid medium-coverage T-shirt bra Lightly Padded and Non-Wired cut and sew cups Regular straps and back closure Back style: Regular Feature: All Day Comfort, Red
Men,699,5,10188393,"Black solid T-shirt, has a round neck, and short sleeves", Black
Men,1685,5,10006003,A pair of grey solid flip flopsSynthetic upper materialCushioned footbedPatterned synthetic outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer, Grey
Women,499,5,10185907,"Red solid knitted churidar length leggings, has an elasticated waistband", Red
Women,599,5,10220885,"Magenta solid woven shirt style  top, has a shirt collar, long sleeves, and button closure", Magenta
Men,1979,5,10268329,"White printed T-shirt, has a round neck, and short sleeves", White
Men,1949,5,10065477,"White and Red striped formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", Red
Women,438,3,10139001,Gold-Toned spiked drop earringsSecured with a post and back closure, Gold
Women,600,3,10198095,Gold-toned and blue artificial stone-studded clip-on nose ring with chain that has a hook closurePlating: Brass, White
Women,2249,5,10237991,"Design Detail:Red and gold-coloured Banarasi woven design saree and has a woven design borderBlouse pieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeOrigin:Banarasi sarees originate from the city of Varanasi (Uttar Pradesh). These are well known for the Mughal Era inspired designs in golden as well as silver brocade or Zari.", Red
Boys,499,6,10247197,"Green solid casual shirt, has a button-down collar, long sleeves, button placket, curved hem, and 1 welt pocket", Green
Women,56192,3,10026411,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset TimeStrap style: Blue bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature MOVADO case",Blue
Women,930,5,10208825,"A pair of black round-toe flats, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsole", Red
Unisex,3149,7,10252943,"A pair of round-toe white sneakers, has regular styling, lace-up detailSynthetic leather perforated upper for breathabilityLace closure for snug fitTPU midsole for cushioningRubber outsole provides traction and gripScuderia Ferrari branding detailsTonal PUMA Formstrip across lateral sidePUMA Cat Logo on lateral toeTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturerPRODUCT STORYBorn from the success of the Drift Cat 5 Ultra. The Drift Cat 5 Ultra II from the Laser pack goes further with a revamped upper design and new laser cut design. Inspired by the 3D organic structure and dynamic movement of high performance motorsport design for a truly revolutionary shoe.", White
Men,649,5,10249389,"Rust orange printed T-shirt, has a round neck, and short sleeves", Orange
Men,1034,6,10155813,"Yellow micro ditsy printed cotton linen smart casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket", Yellow
Men,719,5,10147211,"Red solid T-shirt, has a polo collar, and short sleeves", Red
Unisex,349,4,10252445,Brown self-design cap and has a visor, Brown
Women,1259,6,10258249,"Maroon and beige printed Anghrakha kurta with palazzosMaroon and beige printed A-line calf length Anghrakha kurta with panelled and butto detail, has a V-neck, short sleeves, flared hemBeige and maroon printed palazzos, has a partially elasticated waistband with slip-on closureBeige and maroon printed dupatta", Beige
Women,1379,4,10231693,Black solid full-coverage Camisole bra with lace insert detailingLightly Padded and Non-Wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Red
Women,1299,5,10074625,"Teal yoke design straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits",
Women,820,4,10089431,Pack of 2 solid medium-coverage assorted T-shirt brasLightly padded and non-wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day ComfortDisclaimer: The final product delivered might vary in colour and prints from the display here,
Men,919,7,10124635,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Blue
Women,531,5,10256831,"Multicoloured printed woven A-line  top, has a tie-up neck, and long sleeves", Red
Men,2099,5,1002020,"Navy blue and white reversible casual shirtNavy blue, white and red outer with checked pattern throughout, has a spread collar, a full press-button placket, long sleeves, a patch pocket, and a curved hemNavy blue reversible inner, has a spread collar, a full press-button placket, long sleeves, a patch pocket, and a curved hem", White
Women,1596,5,10052629,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round plastic dialFeatures: Reset TimeStrap style: Grey regular, silicon strap with a tang closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a Fastrack case", Grey
